,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
0,info,team,India,,,,,,,,,India_Australia,2013/11/02
1,info,team,Australia,,,,,,,,,India_Australia,2013/11/02
2,info,gender,male,,,,,,,,,India_Australia,2013/11/02
3,info,season,2013/14,,,,,,,,,India_Australia,2013/11/02
4,info,date,2013/11/02,,,,,,,,,India_Australia,2013/11/02
5,info,series,Australia in India ODI Series,,,,,,,,,India_Australia,2013/11/02
6,info,match_number,7,,,,,,,,,India_Australia,2013/11/02
7,info,venue,M Chinnaswamy Stadium,,,,,,,,,India_Australia,2013/11/02
8,info,city,Bangalore,,,,,,,,,India_Australia,2013/11/02
9,info,toss_winner,Australia,,,,,,,,,India_Australia,2013/11/02
10,info,toss_decision,field,,,,,,,,,India_Australia,2013/11/02
11,info,player_of_match,RG Sharma,,,,,,,,,India_Australia,2013/11/02
12,info,umpire,NJ Llong,,,,,,,,,India_Australia,2013/11/02
13,info,umpire,S Ravi,,,,,,,,,India_Australia,2013/11/02
14,info,reserve_umpire,R Subramanian,,,,,,,,,India_Australia,2013/11/02
15,info,tv_umpire,AK Chaudhary,,,,,,,,,India_Australia,2013/11/02
16,info,match_referee,AJ Pycroft,,,,,,,,,India_Australia,2013/11/02
17,info,winner,India,,,,,,,,,India_Australia,2013/11/02
18,info,winner_runs,57,,,,,,,,,India_Australia,2013/11/02
