,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
0,info,team,India,,,,,,,,,India_Australia,2013/10/30
1,info,team,Australia,,,,,,,,,India_Australia,2013/10/30
2,info,gender,male,,,,,,,,,India_Australia,2013/10/30
3,info,season,2013/14,,,,,,,,,India_Australia,2013/10/30
4,info,date,2013/10/30,,,,,,,,,India_Australia,2013/10/30
5,info,series,Australia in India ODI Series,,,,,,,,,India_Australia,2013/10/30
6,info,match_number,6,,,,,,,,,India_Australia,2013/10/30
7,info,venue,"Vidarbha Cricket Association Stadium, Jamtha",,,,,,,,,India_Australia,2013/10/30
8,info,city,Nagpur,,,,,,,,,India_Australia,2013/10/30
9,info,toss_winner,India,,,,,,,,,India_Australia,2013/10/30
10,info,toss_decision,field,,,,,,,,,India_Australia,2013/10/30
11,info,player_of_match,V Kohli,,,,,,,,,India_Australia,2013/10/30
12,info,umpire,NJ Llong,,,,,,,,,India_Australia,2013/10/30
13,info,umpire,S Ravi,,,,,,,,,India_Australia,2013/10/30
14,info,reserve_umpire,N Pandit,,,,,,,,,India_Australia,2013/10/30
15,info,tv_umpire,VA Kulkarni,,,,,,,,,India_Australia,2013/10/30
16,info,match_referee,AJ Pycroft,,,,,,,,,India_Australia,2013/10/30
17,info,winner,India,,,,,,,,,India_Australia,2013/10/30
18,info,winner_wickets,6,,,,,,,,,India_Australia,2013/10/30
