,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
0,info,team,Australia,,,,,,,,,Australia_India,2012/02/12
1,info,team,India,,,,,,,,,Australia_India,2012/02/12
2,info,gender,male,,,,,,,,,Australia_India,2012/02/12
3,info,season,2011/12,,,,,,,,,Australia_India,2012/02/12
4,info,date,2012/02/12,,,,,,,,,Australia_India,2012/02/12
5,info,competition,Commonwealth Bank Series,,,,,,,,,Australia_India,2012/02/12
6,info,match_number,4,,,,,,,,,Australia_India,2012/02/12
7,info,venue,Adelaide Oval,,,,,,,,,Australia_India,2012/02/12
8,info,city,,,,,,,,,,Australia_India,2012/02/12
9,info,toss_winner,Australia,,,,,,,,,Australia_India,2012/02/12
10,info,toss_decision,bat,,,,,,,,,Australia_India,2012/02/12
11,info,player_of_match,G Gambhir,,,,,,,,,Australia_India,2012/02/12
12,info,umpire,NJ Llong,,,,,,,,,Australia_India,2012/02/12
13,info,umpire,PR Reiffel,,,,,,,,,Australia_India,2012/02/12
14,info,tv_umpire,BNJ Oxenford,,,,,,,,,Australia_India,2012/02/12
15,info,match_referee,AJ Pycroft,,,,,,,,,Australia_India,2012/02/12
16,info,winner,India,,,,,,,,,Australia_India,2012/02/12
17,info,winner_wickets,4,,,,,,,,,Australia_India,2012/02/12
