,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
0,info,team,India,,,,,,,,,India_Australia,2013/10/16
1,info,team,Australia,,,,,,,,,India_Australia,2013/10/16
2,info,gender,male,,,,,,,,,India_Australia,2013/10/16
3,info,season,2013/14,,,,,,,,,India_Australia,2013/10/16
4,info,date,2013/10/16,,,,,,,,,India_Australia,2013/10/16
5,info,series,Australia in India ODI Series,,,,,,,,,India_Australia,2013/10/16
6,info,match_number,2,,,,,,,,,India_Australia,2013/10/16
7,info,venue,Sawai Mansingh Stadium,,,,,,,,,India_Australia,2013/10/16
8,info,city,Jaipur,,,,,,,,,India_Australia,2013/10/16
9,info,toss_winner,Australia,,,,,,,,,India_Australia,2013/10/16
10,info,toss_decision,bat,,,,,,,,,India_Australia,2013/10/16
11,info,player_of_match,RG Sharma,,,,,,,,,India_Australia,2013/10/16
12,info,umpire,RA Kettleborough,,,,,,,,,India_Australia,2013/10/16
13,info,umpire,VA Kulkarni,,,,,,,,,India_Australia,2013/10/16
14,info,reserve_umpire,RM Deshpande,,,,,,,,,India_Australia,2013/10/16
15,info,tv_umpire,C Shamshuddin,,,,,,,,,India_Australia,2013/10/16
16,info,match_referee,RS Mahanama,,,,,,,,,India_Australia,2013/10/16
17,info,winner,India,,,,,,,,,India_Australia,2013/10/16
18,info,winner_wickets,9,,,,,,,,,India_Australia,2013/10/16
