,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
0,info,team,India,,,,,,,,,India_Australia,2013/10/13
1,info,team,Australia,,,,,,,,,India_Australia,2013/10/13
2,info,gender,male,,,,,,,,,India_Australia,2013/10/13
3,info,season,2013/14,,,,,,,,,India_Australia,2013/10/13
4,info,date,2013/10/13,,,,,,,,,India_Australia,2013/10/13
5,info,series,Australia in India ODI Series,,,,,,,,,India_Australia,2013/10/13
6,info,match_number,1,,,,,,,,,India_Australia,2013/10/13
7,info,venue,Maharashtra Cricket Association Stadium,,,,,,,,,India_Australia,2013/10/13
8,info,city,Pune,,,,,,,,,India_Australia,2013/10/13
9,info,toss_winner,Australia,,,,,,,,,India_Australia,2013/10/13
10,info,toss_decision,bat,,,,,,,,,India_Australia,2013/10/13
11,info,player_of_match,GJ Bailey,,,,,,,,,India_Australia,2013/10/13
12,info,umpire,RA Kettleborough,,,,,,,,,India_Australia,2013/10/13
13,info,umpire,VA Kulkarni,,,,,,,,,India_Australia,2013/10/13
14,info,reserve_umpire,Navdeep Singh,,,,,,,,,India_Australia,2013/10/13
15,info,tv_umpire,C Shamshuddin,,,,,,,,,India_Australia,2013/10/13
16,info,match_referee,RS Mahanama,,,,,,,,,India_Australia,2013/10/13
17,info,winner,Australia,,,,,,,,,India_Australia,2013/10/13
18,info,winner_runs,72,,,,,,,,,India_Australia,2013/10/13
