,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
0,info,team,Australia,,,,,,,,,Australia_India,2012/02/26
1,info,team,India,,,,,,,,,Australia_India,2012/02/26
2,info,gender,male,,,,,,,,,Australia_India,2012/02/26
3,info,season,2011/12,,,,,,,,,Australia_India,2012/02/26
4,info,date,2012/02/26,,,,,,,,,Australia_India,2012/02/26
5,info,competition,Commonwealth Bank Series,,,,,,,,,Australia_India,2012/02/26
6,info,match_number,10,,,,,,,,,Australia_India,2012/02/26
7,info,venue,Sydney Cricket Ground,,,,,,,,,Australia_India,2012/02/26
8,info,city,,,,,,,,,,Australia_India,2012/02/26
9,info,toss_winner,Australia,,,,,,,,,Australia_India,2012/02/26
10,info,toss_decision,bat,,,,,,,,,Australia_India,2012/02/26
11,info,player_of_match,DA Warner,,,,,,,,,Australia_India,2012/02/26
12,info,umpire,BF Bowden,,,,,,,,,Australia_India,2012/02/26
13,info,umpire,SJA Taufel,,,,,,,,,Australia_India,2012/02/26
14,info,reserve_umpire,GA Abood,,,,,,,,,Australia_India,2012/02/26
15,info,tv_umpire,SD Fry,,,,,,,,,Australia_India,2012/02/26
16,info,match_referee,BC Broad,,,,,,,,,Australia_India,2012/02/26
17,info,winner,Australia,,,,,,,,,Australia_India,2012/02/26
18,info,winner_runs,87,,,,,,,,,Australia_India,2012/02/26
