,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
0,info,team,Australia,,,,,,,,,Australia_India,2016/01/20
1,info,team,India,,,,,,,,,Australia_India,2016/01/20
2,info,gender,male,,,,,,,,,Australia_India,2016/01/20
3,info,season,2015/16,,,,,,,,,Australia_India,2016/01/20
4,info,date,2016/01/20,,,,,,,,,Australia_India,2016/01/20
5,info,series,India in Australia ODI Series,,,,,,,,,Australia_India,2016/01/20
6,info,match_number,4,,,,,,,,,Australia_India,2016/01/20
7,info,venue,Manuka Oval,,,,,,,,,Australia_India,2016/01/20
8,info,city,Canberra,,,,,,,,,Australia_India,2016/01/20
9,info,toss_winner,Australia,,,,,,,,,Australia_India,2016/01/20
10,info,toss_decision,bat,,,,,,,,,Australia_India,2016/01/20
11,info,player_of_match,KW Richardson,,,,,,,,,Australia_India,2016/01/20
12,info,umpire,RA Kettleborough,,,,,,,,,Australia_India,2016/01/20
13,info,umpire,JD Ward,,,,,,,,,Australia_India,2016/01/20
14,info,reserve_umpire,SJ Nogajski,,,,,,,,,Australia_India,2016/01/20
15,info,tv_umpire,P Wilson,,,,,,,,,Australia_India,2016/01/20
16,info,match_referee,JJ Crowe,,,,,,,,,Australia_India,2016/01/20
17,info,winner,Australia,,,,,,,,,Australia_India,2016/01/20
18,info,winner_runs,25,,,,,,,,,Australia_India,2016/01/20
