,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
19,ball,1,0.1,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
20,ball,1,0.2,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
21,ball,1,0.3,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
22,ball,1,0.4,Australia,PJ Hughes,AJ Finch,B Kumar,1.0,0.0,,,India_Australia,2013/10/30
23,ball,1,0.5,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
24,ball,1,0.6,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
25,ball,1,1.1,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
26,ball,1,1.2,Australia,PJ Hughes,AJ Finch,Mohammed Shami,4.0,0.0,,,India_Australia,2013/10/30
27,ball,1,1.3,Australia,PJ Hughes,AJ Finch,Mohammed Shami,4.0,0.0,,,India_Australia,2013/10/30
28,ball,1,1.4,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
29,ball,1,1.5,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
30,ball,1,1.6,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
31,ball,1,2.1,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
32,ball,1,2.2,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
33,ball,1,2.3,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
34,ball,1,2.4,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
35,ball,1,2.5,Australia,AJ Finch,PJ Hughes,B Kumar,1.0,0.0,,,India_Australia,2013/10/30
36,ball,1,2.6,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
37,ball,1,3.1,Australia,AJ Finch,PJ Hughes,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
38,ball,1,3.2,Australia,AJ Finch,PJ Hughes,Mohammed Shami,1.0,0.0,,,India_Australia,2013/10/30
39,ball,1,3.3,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
40,ball,1,3.4,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
41,ball,1,3.5,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
42,ball,1,3.6,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
43,ball,1,4.1,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
44,ball,1,4.2,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
45,ball,1,4.3,Australia,AJ Finch,PJ Hughes,B Kumar,1.0,0.0,,,India_Australia,2013/10/30
46,ball,1,4.4,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
47,ball,1,4.5,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
48,ball,1,4.6,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
49,ball,1,5.1,Australia,AJ Finch,PJ Hughes,Mohammed Shami,4.0,0.0,,,India_Australia,2013/10/30
50,ball,1,5.2,Australia,AJ Finch,PJ Hughes,Mohammed Shami,4.0,0.0,,,India_Australia,2013/10/30
51,ball,1,5.3,Australia,AJ Finch,PJ Hughes,Mohammed Shami,4.0,0.0,,,India_Australia,2013/10/30
52,ball,1,5.4,Australia,AJ Finch,PJ Hughes,Mohammed Shami,1.0,0.0,,,India_Australia,2013/10/30
53,ball,1,5.5,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
54,ball,1,5.6,Australia,PJ Hughes,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
55,ball,1,6.1,Australia,AJ Finch,PJ Hughes,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
56,ball,1,6.2,Australia,AJ Finch,PJ Hughes,B Kumar,1.0,0.0,,,India_Australia,2013/10/30
57,ball,1,6.3,Australia,PJ Hughes,AJ Finch,B Kumar,4.0,0.0,,,India_Australia,2013/10/30
58,ball,1,6.4,Australia,PJ Hughes,AJ Finch,B Kumar,0.0,0.0,caught,PJ Hughes,India_Australia,2013/10/30
59,ball,1,6.5,Australia,SR Watson,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
60,ball,1,6.6,Australia,SR Watson,AJ Finch,B Kumar,1.0,0.0,,,India_Australia,2013/10/30
61,ball,1,7.1,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
62,ball,1,7.2,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
63,ball,1,7.3,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
64,ball,1,7.4,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
65,ball,1,7.5,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
66,ball,1,7.6,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
67,ball,1,8.1,Australia,AJ Finch,SR Watson,B Kumar,1.0,0.0,,,India_Australia,2013/10/30
68,ball,1,8.2,Australia,SR Watson,AJ Finch,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
69,ball,1,8.3,Australia,SR Watson,AJ Finch,B Kumar,4.0,0.0,,,India_Australia,2013/10/30
70,ball,1,8.4,Australia,SR Watson,AJ Finch,B Kumar,1.0,0.0,,,India_Australia,2013/10/30
71,ball,1,8.5,Australia,AJ Finch,SR Watson,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
72,ball,1,8.6,Australia,AJ Finch,SR Watson,B Kumar,0.0,0.0,,,India_Australia,2013/10/30
73,ball,1,9.1,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,1.0,,,India_Australia,2013/10/30
74,ball,1,9.2,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
75,ball,1,9.3,Australia,SR Watson,AJ Finch,Mohammed Shami,1.0,0.0,,,India_Australia,2013/10/30
76,ball,1,9.4,Australia,AJ Finch,SR Watson,Mohammed Shami,1.0,0.0,,,India_Australia,2013/10/30
77,ball,1,9.5,Australia,SR Watson,AJ Finch,Mohammed Shami,4.0,0.0,,,India_Australia,2013/10/30
78,ball,1,9.6,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
79,ball,1,9.7,Australia,SR Watson,AJ Finch,Mohammed Shami,0.0,0.0,,,India_Australia,2013/10/30
80,ball,1,10.1,Australia,AJ Finch,SR Watson,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
81,ball,1,10.2,Australia,AJ Finch,SR Watson,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
82,ball,1,10.3,Australia,AJ Finch,SR Watson,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
83,ball,1,10.4,Australia,AJ Finch,SR Watson,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
84,ball,1,10.5,Australia,AJ Finch,SR Watson,RA Jadeja,1.0,0.0,,,India_Australia,2013/10/30
85,ball,1,10.6,Australia,SR Watson,AJ Finch,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
86,ball,1,11.1,Australia,AJ Finch,SR Watson,R Ashwin,0.0,0.0,bowled,AJ Finch,India_Australia,2013/10/30
87,ball,1,11.2,Australia,GJ Bailey,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
88,ball,1,11.3,Australia,GJ Bailey,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
89,ball,1,11.4,Australia,GJ Bailey,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
90,ball,1,11.5,Australia,GJ Bailey,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
91,ball,1,11.6,Australia,GJ Bailey,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2013/10/30
92,ball,1,12.1,Australia,GJ Bailey,SR Watson,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
93,ball,1,12.2,Australia,GJ Bailey,SR Watson,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
94,ball,1,12.3,Australia,GJ Bailey,SR Watson,RA Jadeja,1.0,0.0,,,India_Australia,2013/10/30
95,ball,1,12.4,Australia,SR Watson,GJ Bailey,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
96,ball,1,12.5,Australia,SR Watson,GJ Bailey,RA Jadeja,1.0,0.0,,,India_Australia,2013/10/30
97,ball,1,12.6,Australia,GJ Bailey,SR Watson,RA Jadeja,1.0,0.0,,,India_Australia,2013/10/30
98,ball,1,13.1,Australia,GJ Bailey,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2013/10/30
99,ball,1,13.2,Australia,SR Watson,GJ Bailey,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
100,ball,1,13.3,Australia,SR Watson,GJ Bailey,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
101,ball,1,13.4,Australia,SR Watson,GJ Bailey,R Ashwin,1.0,0.0,,,India_Australia,2013/10/30
102,ball,1,13.5,Australia,GJ Bailey,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
103,ball,1,13.6,Australia,GJ Bailey,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2013/10/30
104,ball,1,14.1,Australia,GJ Bailey,SR Watson,RA Jadeja,1.0,0.0,,,India_Australia,2013/10/30
105,ball,1,14.2,Australia,SR Watson,GJ Bailey,RA Jadeja,4.0,0.0,,,India_Australia,2013/10/30
106,ball,1,14.3,Australia,SR Watson,GJ Bailey,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
107,ball,1,14.4,Australia,SR Watson,GJ Bailey,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
108,ball,1,14.5,Australia,SR Watson,GJ Bailey,RA Jadeja,2.0,0.0,,,India_Australia,2013/10/30
109,ball,1,14.6,Australia,SR Watson,GJ Bailey,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
110,ball,1,15.1,Australia,GJ Bailey,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2013/10/30
111,ball,1,15.2,Australia,SR Watson,GJ Bailey,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
112,ball,1,15.3,Australia,SR Watson,GJ Bailey,R Ashwin,4.0,0.0,,,India_Australia,2013/10/30
113,ball,1,15.4,Australia,SR Watson,GJ Bailey,R Ashwin,2.0,0.0,,,India_Australia,2013/10/30
114,ball,1,15.5,Australia,SR Watson,GJ Bailey,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
115,ball,1,15.6,Australia,SR Watson,GJ Bailey,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
116,ball,1,16.1,Australia,GJ Bailey,SR Watson,RA Jadeja,2.0,0.0,,,India_Australia,2013/10/30
117,ball,1,16.2,Australia,GJ Bailey,SR Watson,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
118,ball,1,16.3,Australia,GJ Bailey,SR Watson,RA Jadeja,1.0,0.0,,,India_Australia,2013/10/30
119,ball,1,16.4,Australia,SR Watson,GJ Bailey,RA Jadeja,0.0,1.0,,,India_Australia,2013/10/30
120,ball,1,16.5,Australia,GJ Bailey,SR Watson,RA Jadeja,1.0,0.0,,,India_Australia,2013/10/30
121,ball,1,16.6,Australia,SR Watson,GJ Bailey,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
122,ball,1,16.7,Australia,SR Watson,GJ Bailey,RA Jadeja,0.0,0.0,,,India_Australia,2013/10/30
123,ball,1,17.1,Australia,GJ Bailey,SR Watson,A Mishra,0.0,0.0,,,India_Australia,2013/10/30
124,ball,1,17.2,Australia,GJ Bailey,SR Watson,A Mishra,0.0,0.0,,,India_Australia,2013/10/30
125,ball,1,17.3,Australia,GJ Bailey,SR Watson,A Mishra,0.0,0.0,,,India_Australia,2013/10/30
126,ball,1,17.4,Australia,GJ Bailey,SR Watson,A Mishra,0.0,0.0,,,India_Australia,2013/10/30
127,ball,1,17.5,Australia,GJ Bailey,SR Watson,A Mishra,0.0,0.0,,,India_Australia,2013/10/30
128,ball,1,17.6,Australia,GJ Bailey,SR Watson,A Mishra,1.0,0.0,,,India_Australia,2013/10/30
129,ball,1,18.1,Australia,GJ Bailey,SR Watson,R Ashwin,4.0,0.0,,,India_Australia,2013/10/30
130,ball,1,18.2,Australia,GJ Bailey,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
131,ball,1,18.3,Australia,GJ Bailey,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2013/10/30
132,ball,1,18.4,Australia,SR Watson,GJ Bailey,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
133,ball,1,18.5,Australia,SR Watson,GJ Bailey,R Ashwin,1.0,0.0,,,India_Australia,2013/10/30
134,ball,1,18.6,Australia,GJ Bailey,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2013/10/30
135,ball,1,19.1,Australia,SR Watson,GJ Bailey,A Mishra,0.0,0.0,,,India_Australia,2013/10/30
