,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
19,ball,1,0.1,India,RG Sharma,S Dhawan,JR Hazlewood,2.0,0.0,,,Australia_India,2016/01/12
20,ball,1,0.2,India,RG Sharma,S Dhawan,JR Hazlewood,4.0,0.0,,,Australia_India,2016/01/12
21,ball,1,0.3,India,RG Sharma,S Dhawan,JR Hazlewood,0.0,0.0,,,Australia_India,2016/01/12
22,ball,1,0.4,India,RG Sharma,S Dhawan,JR Hazlewood,0.0,4.0,,,Australia_India,2016/01/12
23,ball,1,0.5,India,RG Sharma,S Dhawan,JR Hazlewood,1.0,0.0,,,Australia_India,2016/01/12
24,ball,1,0.6,India,S Dhawan,RG Sharma,JR Hazlewood,0.0,0.0,,,Australia_India,2016/01/12
25,ball,1,1.1,India,RG Sharma,S Dhawan,JS Paris,1.0,0.0,,,Australia_India,2016/01/12
26,ball,1,1.2,India,S Dhawan,RG Sharma,JS Paris,0.0,0.0,,,Australia_India,2016/01/12
27,ball,1,1.3,India,S Dhawan,RG Sharma,JS Paris,2.0,0.0,,,Australia_India,2016/01/12
28,ball,1,1.4,India,S Dhawan,RG Sharma,JS Paris,0.0,0.0,,,Australia_India,2016/01/12
29,ball,1,1.5,India,S Dhawan,RG Sharma,JS Paris,0.0,0.0,,,Australia_India,2016/01/12
30,ball,1,1.6,India,S Dhawan,RG Sharma,JS Paris,0.0,0.0,,,Australia_India,2016/01/12
31,ball,1,2.1,India,RG Sharma,S Dhawan,JR Hazlewood,4.0,0.0,,,Australia_India,2016/01/12
32,ball,1,2.2,India,RG Sharma,S Dhawan,JR Hazlewood,2.0,0.0,,,Australia_India,2016/01/12
33,ball,1,2.3,India,RG Sharma,S Dhawan,JR Hazlewood,0.0,0.0,,,Australia_India,2016/01/12
34,ball,1,2.4,India,RG Sharma,S Dhawan,JR Hazlewood,0.0,0.0,,,Australia_India,2016/01/12
35,ball,1,2.5,India,RG Sharma,S Dhawan,JR Hazlewood,0.0,0.0,,,Australia_India,2016/01/12
36,ball,1,2.6,India,RG Sharma,S Dhawan,JR Hazlewood,0.0,0.0,,,Australia_India,2016/01/12
37,ball,1,3.1,India,S Dhawan,RG Sharma,JS Paris,0.0,0.0,,,Australia_India,2016/01/12
38,ball,1,3.2,India,S Dhawan,RG Sharma,JS Paris,1.0,0.0,,,Australia_India,2016/01/12
39,ball,1,3.3,India,RG Sharma,S Dhawan,JS Paris,0.0,0.0,,,Australia_India,2016/01/12
40,ball,1,3.4,India,RG Sharma,S Dhawan,JS Paris,6.0,0.0,,,Australia_India,2016/01/12
41,ball,1,3.5,India,RG Sharma,S Dhawan,JS Paris,0.0,0.0,,,Australia_India,2016/01/12
42,ball,1,3.6,India,RG Sharma,S Dhawan,JS Paris,0.0,1.0,,,Australia_India,2016/01/12
