,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
19,ball,1,0.1,Australia,MS Wade,DA Warner,Z Khan,0.0,1.0,,,Australia_India,2012/02/19
20,ball,1,0.2,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
21,ball,1,0.3,Australia,MS Wade,DA Warner,Z Khan,2.0,0.0,,,Australia_India,2012/02/19
22,ball,1,0.4,Australia,MS Wade,DA Warner,Z Khan,2.0,0.0,,,Australia_India,2012/02/19
23,ball,1,0.5,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
24,ball,1,0.6,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
25,ball,1,0.7,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
26,ball,1,1.1,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
27,ball,1,1.2,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
28,ball,1,1.3,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
29,ball,1,1.4,Australia,DA Warner,MS Wade,R Vinay Kumar,1.0,0.0,,,Australia_India,2012/02/19
30,ball,1,1.5,Australia,MS Wade,DA Warner,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
31,ball,1,1.6,Australia,MS Wade,DA Warner,R Vinay Kumar,1.0,0.0,,,Australia_India,2012/02/19
32,ball,1,2.1,Australia,MS Wade,DA Warner,Z Khan,0.0,1.0,,,Australia_India,2012/02/19
33,ball,1,2.2,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
34,ball,1,2.3,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
35,ball,1,2.4,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
36,ball,1,2.5,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
37,ball,1,2.6,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
38,ball,1,2.7,Australia,MS Wade,DA Warner,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
39,ball,1,3.1,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
40,ball,1,3.2,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
41,ball,1,3.3,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
42,ball,1,3.4,Australia,DA Warner,MS Wade,R Vinay Kumar,2.0,0.0,,,Australia_India,2012/02/19
43,ball,1,3.5,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
44,ball,1,3.6,Australia,DA Warner,MS Wade,R Vinay Kumar,1.0,0.0,,,Australia_India,2012/02/19
45,ball,1,4.1,Australia,DA Warner,MS Wade,Z Khan,1.0,0.0,,,Australia_India,2012/02/19
46,ball,1,4.2,Australia,MS Wade,DA Warner,Z Khan,1.0,0.0,,,Australia_India,2012/02/19
47,ball,1,4.3,Australia,DA Warner,MS Wade,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
48,ball,1,4.4,Australia,DA Warner,MS Wade,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
49,ball,1,4.5,Australia,DA Warner,MS Wade,Z Khan,0.0,0.0,,,Australia_India,2012/02/19
50,ball,1,4.6,Australia,DA Warner,MS Wade,Z Khan,4.0,0.0,,,Australia_India,2012/02/19
51,ball,1,5.1,Australia,MS Wade,DA Warner,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
52,ball,1,5.2,Australia,MS Wade,DA Warner,R Vinay Kumar,0.0,0.0,,,Australia_India,2012/02/19
53,ball,1,5.3,Australia,MS Wade,DA Warner,R Vinay Kumar,1.0,0.0,,,Australia_India,2012/02/19
54,ball,1,5.4,Australia,DA Warner,MS Wade,R Vinay Kumar,0.0,1.0,,,Australia_India,2012/02/19
55,ball,1,5.5,Australia,MS Wade,DA Warner,R Vinay Kumar,0.0,1.0,,,Australia_India,2012/02/19
56,ball,1,5.6,Australia,DA Warner,MS Wade,R Vinay Kumar,3.0,0.0,,,Australia_India,2012/02/19
