,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
19,ball,1,0.1,Australia,SE Marsh,TD Paine,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
20,ball,1,0.2,Australia,SE Marsh,TD Paine,P Kumar,0.0,4.0,,,India_Australia,2010/10/20
21,ball,1,0.3,Australia,SE Marsh,TD Paine,P Kumar,0.0,1.0,,,India_Australia,2010/10/20
22,ball,1,0.4,Australia,TD Paine,SE Marsh,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
23,ball,1,0.5,Australia,TD Paine,SE Marsh,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
24,ball,1,0.6,Australia,TD Paine,SE Marsh,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
25,ball,1,1.1,Australia,SE Marsh,TD Paine,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
26,ball,1,1.2,Australia,SE Marsh,TD Paine,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
27,ball,1,1.3,Australia,SE Marsh,TD Paine,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
28,ball,1,1.4,Australia,SE Marsh,TD Paine,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
29,ball,1,1.5,Australia,SE Marsh,TD Paine,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
30,ball,1,1.6,Australia,SE Marsh,TD Paine,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
31,ball,1,2.1,Australia,TD Paine,SE Marsh,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
32,ball,1,2.2,Australia,TD Paine,SE Marsh,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
33,ball,1,2.3,Australia,TD Paine,SE Marsh,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
34,ball,1,2.4,Australia,TD Paine,SE Marsh,P Kumar,4.0,0.0,,,India_Australia,2010/10/20
35,ball,1,2.5,Australia,TD Paine,SE Marsh,P Kumar,0.0,0.0,,,India_Australia,2010/10/20
36,ball,1,2.6,Australia,TD Paine,SE Marsh,P Kumar,1.0,0.0,,,India_Australia,2010/10/20
37,ball,1,3.1,Australia,TD Paine,SE Marsh,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
38,ball,1,3.2,Australia,TD Paine,SE Marsh,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
39,ball,1,3.3,Australia,TD Paine,SE Marsh,A Nehra,1.0,0.0,,,India_Australia,2010/10/20
40,ball,1,3.4,Australia,SE Marsh,TD Paine,A Nehra,0.0,0.0,,,India_Australia,2010/10/20
