,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
35,ball,1,2.5,Australia,SR Watson,BJ Haddin,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
36,ball,1,2.6,Australia,SR Watson,BJ Haddin,R Ashwin,4.0,0.0,,,India_Australia,2011/03/24
37,ball,1,3.1,Australia,BJ Haddin,SR Watson,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
38,ball,1,3.2,Australia,BJ Haddin,SR Watson,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
39,ball,1,3.3,Australia,BJ Haddin,SR Watson,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
40,ball,1,3.4,Australia,BJ Haddin,SR Watson,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
41,ball,1,3.5,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
42,ball,1,3.6,Australia,SR Watson,BJ Haddin,Z Khan,4.0,0.0,,,India_Australia,2011/03/24
43,ball,1,4.1,Australia,BJ Haddin,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
44,ball,1,4.2,Australia,BJ Haddin,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
45,ball,1,4.3,Australia,BJ Haddin,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
46,ball,1,4.4,Australia,SR Watson,BJ Haddin,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
47,ball,1,4.5,Australia,SR Watson,BJ Haddin,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
48,ball,1,4.6,Australia,SR Watson,BJ Haddin,R Ashwin,4.0,0.0,,,India_Australia,2011/03/24
49,ball,1,5.1,Australia,BJ Haddin,SR Watson,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
50,ball,1,5.2,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
51,ball,1,5.3,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
52,ball,1,5.4,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
53,ball,1,5.5,Australia,SR Watson,BJ Haddin,Z Khan,4.0,0.0,,,India_Australia,2011/03/24
54,ball,1,5.6,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
55,ball,1,6.1,Australia,BJ Haddin,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
56,ball,1,6.2,Australia,SR Watson,BJ Haddin,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
57,ball,1,6.3,Australia,BJ Haddin,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
58,ball,1,6.4,Australia,BJ Haddin,SR Watson,R Ashwin,6.0,0.0,,,India_Australia,2011/03/24
59,ball,1,6.5,Australia,BJ Haddin,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
60,ball,1,6.6,Australia,BJ Haddin,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
61,ball,1,7.1,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
62,ball,1,7.2,Australia,SR Watson,BJ Haddin,Z Khan,4.0,0.0,,,India_Australia,2011/03/24
63,ball,1,7.3,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
64,ball,1,7.4,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
65,ball,1,7.5,Australia,SR Watson,BJ Haddin,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
66,ball,1,7.6,Australia,SR Watson,BJ Haddin,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
67,ball,1,8.1,Australia,SR Watson,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
68,ball,1,8.2,Australia,SR Watson,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
69,ball,1,8.3,Australia,SR Watson,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
70,ball,1,8.4,Australia,SR Watson,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
71,ball,1,8.5,Australia,SR Watson,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
72,ball,1,8.6,Australia,SR Watson,BJ Haddin,Harbhajan Singh,2.0,0.0,,,India_Australia,2011/03/24
73,ball,1,9.1,Australia,BJ Haddin,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
74,ball,1,9.2,Australia,BJ Haddin,SR Watson,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
75,ball,1,9.3,Australia,BJ Haddin,SR Watson,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
76,ball,1,9.4,Australia,SR Watson,BJ Haddin,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
77,ball,1,9.5,Australia,SR Watson,BJ Haddin,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
78,ball,1,9.6,Australia,SR Watson,BJ Haddin,R Ashwin,0.0,0.0,bowled,SR Watson,India_Australia,2011/03/24
79,ball,1,10.1,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
80,ball,1,10.2,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
81,ball,1,10.3,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
82,ball,1,10.4,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
83,ball,1,10.5,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
84,ball,1,10.6,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
85,ball,1,11.1,Australia,BJ Haddin,RT Ponting,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
86,ball,1,11.2,Australia,BJ Haddin,RT Ponting,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
87,ball,1,11.3,Australia,BJ Haddin,RT Ponting,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
88,ball,1,11.4,Australia,RT Ponting,BJ Haddin,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
89,ball,1,11.5,Australia,BJ Haddin,RT Ponting,R Ashwin,2.0,0.0,,,India_Australia,2011/03/24
90,ball,1,11.6,Australia,BJ Haddin,RT Ponting,R Ashwin,4.0,0.0,,,India_Australia,2011/03/24
91,ball,1,12.1,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
92,ball,1,12.2,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
93,ball,1,12.3,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
94,ball,1,12.4,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,2.0,0.0,,,India_Australia,2011/03/24
95,ball,1,12.5,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
96,ball,1,12.6,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
97,ball,1,13.1,Australia,RT Ponting,BJ Haddin,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
98,ball,1,13.2,Australia,BJ Haddin,RT Ponting,MM Patel,4.0,0.0,,,India_Australia,2011/03/24
99,ball,1,13.3,Australia,BJ Haddin,RT Ponting,MM Patel,4.0,0.0,,,India_Australia,2011/03/24
100,ball,1,13.4,Australia,BJ Haddin,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
101,ball,1,13.5,Australia,BJ Haddin,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
102,ball,1,13.6,Australia,BJ Haddin,RT Ponting,MM Patel,4.0,0.0,,,India_Australia,2011/03/24
103,ball,1,14.1,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
104,ball,1,14.2,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
105,ball,1,14.3,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
106,ball,1,14.4,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
107,ball,1,14.5,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
108,ball,1,14.6,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,1.0,,,India_Australia,2011/03/24
109,ball,1,14.7,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
110,ball,1,15.1,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
111,ball,1,15.2,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
112,ball,1,15.3,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
113,ball,1,15.4,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
114,ball,1,15.5,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
115,ball,1,15.6,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
116,ball,1,16.1,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
117,ball,1,16.2,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
118,ball,1,16.3,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
119,ball,1,16.4,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
120,ball,1,16.5,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
121,ball,1,16.6,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,1.0,,,India_Australia,2011/03/24
122,ball,1,16.7,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
123,ball,1,17.1,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
124,ball,1,17.2,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,4.0,0.0,,,India_Australia,2011/03/24
125,ball,1,17.3,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,2.0,0.0,,,India_Australia,2011/03/24
126,ball,1,17.4,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,4.0,0.0,,,India_Australia,2011/03/24
127,ball,1,17.5,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
128,ball,1,17.6,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
129,ball,1,18.1,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
130,ball,1,18.2,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
131,ball,1,18.3,Australia,RT Ponting,BJ Haddin,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
132,ball,1,18.4,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
133,ball,1,18.5,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
134,ball,1,18.6,Australia,BJ Haddin,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
135,ball,1,19.1,Australia,BJ Haddin,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
136,ball,1,19.2,Australia,BJ Haddin,RT Ponting,MM Patel,4.0,0.0,,,India_Australia,2011/03/24
137,ball,1,19.3,Australia,BJ Haddin,RT Ponting,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
138,ball,1,19.4,Australia,RT Ponting,BJ Haddin,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
139,ball,1,19.5,Australia,RT Ponting,BJ Haddin,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
140,ball,1,19.6,Australia,RT Ponting,BJ Haddin,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
141,ball,1,20.1,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
142,ball,1,20.2,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
143,ball,1,20.3,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,3.0,0.0,,,India_Australia,2011/03/24
144,ball,1,20.4,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
145,ball,1,20.5,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
146,ball,1,20.6,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
147,ball,1,21.1,Australia,RT Ponting,BJ Haddin,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
148,ball,1,21.2,Australia,BJ Haddin,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
149,ball,1,21.3,Australia,BJ Haddin,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
150,ball,1,21.4,Australia,BJ Haddin,RT Ponting,MM Patel,4.0,0.0,,,India_Australia,2011/03/24
151,ball,1,21.5,Australia,BJ Haddin,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
152,ball,1,21.6,Australia,BJ Haddin,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
153,ball,1,22.1,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
154,ball,1,22.2,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
155,ball,1,22.3,Australia,RT Ponting,BJ Haddin,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
156,ball,1,22.4,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,2.0,0.0,,,India_Australia,2011/03/24
157,ball,1,22.5,Australia,BJ Haddin,RT Ponting,Yuvraj Singh,0.0,0.0,caught,BJ Haddin,India_Australia,2011/03/24
158,ball,1,22.6,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
159,ball,1,23.1,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
160,ball,1,23.2,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
161,ball,1,23.3,Australia,RT Ponting,MJ Clarke,MM Patel,2.0,0.0,,,India_Australia,2011/03/24
162,ball,1,23.4,Australia,RT Ponting,MJ Clarke,MM Patel,2.0,0.0,,,India_Australia,2011/03/24
163,ball,1,23.5,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
164,ball,1,23.6,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
165,ball,1,24.1,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
166,ball,1,24.2,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
167,ball,1,24.3,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
168,ball,1,24.4,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
169,ball,1,24.5,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
170,ball,1,24.6,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
171,ball,1,25.1,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
172,ball,1,25.2,Australia,RT Ponting,MJ Clarke,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
173,ball,1,25.3,Australia,MJ Clarke,RT Ponting,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
174,ball,1,25.4,Australia,MJ Clarke,RT Ponting,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
175,ball,1,25.5,Australia,RT Ponting,MJ Clarke,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
176,ball,1,25.6,Australia,MJ Clarke,RT Ponting,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
177,ball,1,26.1,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
178,ball,1,26.2,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
179,ball,1,26.3,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
180,ball,1,26.4,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
181,ball,1,26.5,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
182,ball,1,26.6,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
183,ball,1,27.1,Australia,RT Ponting,MJ Clarke,MM Patel,2.0,0.0,,,India_Australia,2011/03/24
184,ball,1,27.2,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
185,ball,1,27.3,Australia,RT Ponting,MJ Clarke,MM Patel,4.0,0.0,,,India_Australia,2011/03/24
186,ball,1,27.4,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
187,ball,1,27.5,Australia,RT Ponting,MJ Clarke,MM Patel,0.0,0.0,,,India_Australia,2011/03/24
188,ball,1,27.6,Australia,RT Ponting,MJ Clarke,MM Patel,1.0,0.0,,,India_Australia,2011/03/24
189,ball,1,28.1,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
190,ball,1,28.2,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
191,ball,1,28.3,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
192,ball,1,28.4,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,2.0,,,India_Australia,2011/03/24
193,ball,1,28.5,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
194,ball,1,28.6,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
195,ball,1,29.1,Australia,MJ Clarke,RT Ponting,SR Tendulkar,1.0,0.0,,,India_Australia,2011/03/24
196,ball,1,29.2,Australia,RT Ponting,MJ Clarke,SR Tendulkar,1.0,0.0,,,India_Australia,2011/03/24
197,ball,1,29.3,Australia,MJ Clarke,RT Ponting,SR Tendulkar,0.0,0.0,,,India_Australia,2011/03/24
198,ball,1,29.4,Australia,MJ Clarke,RT Ponting,SR Tendulkar,1.0,0.0,,,India_Australia,2011/03/24
199,ball,1,29.5,Australia,RT Ponting,MJ Clarke,SR Tendulkar,0.0,0.0,,,India_Australia,2011/03/24
200,ball,1,29.6,Australia,RT Ponting,MJ Clarke,SR Tendulkar,2.0,0.0,,,India_Australia,2011/03/24
201,ball,1,30.1,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
202,ball,1,30.2,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
203,ball,1,30.3,Australia,RT Ponting,MJ Clarke,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
204,ball,1,30.4,Australia,MJ Clarke,RT Ponting,Yuvraj Singh,0.0,0.0,caught,MJ Clarke,India_Australia,2011/03/24
205,ball,1,30.5,Australia,RT Ponting,MEK Hussey,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
206,ball,1,30.6,Australia,RT Ponting,MEK Hussey,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
207,ball,1,31.1,Australia,RT Ponting,MEK Hussey,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
208,ball,1,31.2,Australia,MEK Hussey,RT Ponting,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
209,ball,1,31.3,Australia,RT Ponting,MEK Hussey,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
210,ball,1,31.4,Australia,MEK Hussey,RT Ponting,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
211,ball,1,31.5,Australia,MEK Hussey,RT Ponting,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
212,ball,1,31.6,Australia,RT Ponting,MEK Hussey,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
213,ball,1,32.1,Australia,RT Ponting,MEK Hussey,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
214,ball,1,32.2,Australia,MEK Hussey,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
215,ball,1,32.3,Australia,MEK Hussey,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
216,ball,1,32.4,Australia,RT Ponting,MEK Hussey,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
217,ball,1,32.5,Australia,MEK Hussey,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
218,ball,1,32.6,Australia,MEK Hussey,RT Ponting,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
219,ball,1,33.1,Australia,RT Ponting,MEK Hussey,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
220,ball,1,33.2,Australia,MEK Hussey,RT Ponting,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
221,ball,1,33.3,Australia,MEK Hussey,RT Ponting,Z Khan,0.0,0.0,bowled,MEK Hussey,India_Australia,2011/03/24
222,ball,1,33.4,Australia,CL White,RT Ponting,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
223,ball,1,33.5,Australia,RT Ponting,CL White,Z Khan,0.0,0.0,,,India_Australia,2011/03/24
224,ball,1,33.6,Australia,RT Ponting,CL White,Z Khan,1.0,0.0,,,India_Australia,2011/03/24
225,ball,1,34.1,Australia,RT Ponting,CL White,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
226,ball,1,34.2,Australia,CL White,RT Ponting,Harbhajan Singh,1.0,0.0,,,India_Australia,2011/03/24
227,ball,1,34.3,Australia,RT Ponting,CL White,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
228,ball,1,34.4,Australia,RT Ponting,CL White,Harbhajan Singh,4.0,0.0,,,India_Australia,2011/03/24
229,ball,1,34.5,Australia,RT Ponting,CL White,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
230,ball,1,34.6,Australia,RT Ponting,CL White,Harbhajan Singh,0.0,0.0,,,India_Australia,2011/03/24
231,ball,1,35.1,Australia,CL White,RT Ponting,V Kohli,1.0,0.0,,,India_Australia,2011/03/24
232,ball,1,35.2,Australia,RT Ponting,CL White,V Kohli,1.0,0.0,,,India_Australia,2011/03/24
233,ball,1,35.3,Australia,CL White,RT Ponting,V Kohli,0.0,0.0,,,India_Australia,2011/03/24
234,ball,1,35.4,Australia,CL White,RT Ponting,V Kohli,2.0,0.0,,,India_Australia,2011/03/24
235,ball,1,35.5,Australia,CL White,RT Ponting,V Kohli,1.0,0.0,,,India_Australia,2011/03/24
236,ball,1,35.6,Australia,RT Ponting,CL White,V Kohli,1.0,0.0,,,India_Australia,2011/03/24
237,ball,1,36.1,Australia,RT Ponting,CL White,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
238,ball,1,36.2,Australia,RT Ponting,CL White,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
239,ball,1,36.3,Australia,CL White,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
240,ball,1,36.4,Australia,CL White,RT Ponting,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
241,ball,1,36.5,Australia,CL White,RT Ponting,Yuvraj Singh,1.0,0.0,,,India_Australia,2011/03/24
242,ball,1,36.6,Australia,RT Ponting,CL White,Yuvraj Singh,0.0,0.0,,,India_Australia,2011/03/24
243,ball,1,37.1,Australia,CL White,RT Ponting,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
244,ball,1,37.2,Australia,CL White,RT Ponting,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
245,ball,1,37.3,Australia,CL White,RT Ponting,R Ashwin,0.0,0.0,,,India_Australia,2011/03/24
246,ball,1,37.4,Australia,CL White,RT Ponting,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
247,ball,1,37.5,Australia,RT Ponting,CL White,R Ashwin,1.0,0.0,,,India_Australia,2011/03/24
