,a,b,c,d,e,f,g,h,i,j,k,teams_playing,date_played
19,ball,1,0.1,Australia,DA Warner,SR Watson,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
20,ball,1,0.2,Australia,DA Warner,SR Watson,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
21,ball,1,0.3,Australia,DA Warner,SR Watson,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
22,ball,1,0.4,Australia,DA Warner,SR Watson,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
23,ball,1,0.5,Australia,DA Warner,SR Watson,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
24,ball,1,0.6,Australia,DA Warner,SR Watson,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
25,ball,1,1.1,Australia,SR Watson,DA Warner,IK Pathan,0.0,0.0,,,Australia_India,2012/02/26
26,ball,1,1.2,Australia,SR Watson,DA Warner,IK Pathan,0.0,0.0,,,Australia_India,2012/02/26
27,ball,1,1.3,Australia,SR Watson,DA Warner,IK Pathan,0.0,0.0,,,Australia_India,2012/02/26
28,ball,1,1.4,Australia,SR Watson,DA Warner,IK Pathan,0.0,0.0,,,Australia_India,2012/02/26
29,ball,1,1.5,Australia,SR Watson,DA Warner,IK Pathan,1.0,0.0,,,Australia_India,2012/02/26
30,ball,1,1.6,Australia,DA Warner,SR Watson,IK Pathan,4.0,0.0,,,Australia_India,2012/02/26
31,ball,1,2.1,Australia,SR Watson,DA Warner,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
32,ball,1,2.2,Australia,SR Watson,DA Warner,P Kumar,0.0,0.0,caught,SR Watson,Australia_India,2012/02/26
33,ball,1,2.3,Australia,PJ Forrest,DA Warner,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
34,ball,1,2.4,Australia,PJ Forrest,DA Warner,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
35,ball,1,2.5,Australia,PJ Forrest,DA Warner,P Kumar,0.0,0.0,,,Australia_India,2012/02/26
36,ball,1,2.6,Australia,PJ Forrest,DA Warner,P Kumar,1.0,0.0,,,Australia_India,2012/02/26
37,ball,1,3.1,Australia,PJ Forrest,DA Warner,IK Pathan,0.0,0.0,,,Australia_India,2012/02/26
38,ball,1,3.2,Australia,PJ Forrest,DA Warner,IK Pathan,0.0,0.0,,,Australia_India,2012/02/26
